"payCardID","payCardBank","payCardName","payCardSex","payCardBirthYear"
3513474919754912,dki,Nardi Irawan,M,1997
3513938907047497,dki,"Ir. Rahmi Hidayat, S.H.",M,1988
3514160059639984,dki,Laila Melani,F,2003
3515529130973407,dki,Harimurti Pangestu,F,1998
3516006502484403,dki,Marsito Anggriawan,M,1992
3516594869567563,dki,"drg. Salwa Kusmawati, S.IP",F,2011
3516971157050652,dki,Cut Salwa Mandala,F,2007
3517510209029816,dki,Endah Novitasari,M,1985
3517522624788322,dki,Galuh Permata,M,2006
3517828003370511,dki,"Lurhur Winarno, S.H.",F,2006
3518707807771562,dki,Hasna Manullang,F,1977
3519627867674408,dki,"Dt. Damar Prayoga, M.Ak",F,2001
3520019550205566,dki,Radika Fujiati,M,1975
3520040370814007,dki,Farah Latupono,M,2010
3520704464952524,dki,Hilda Halim,M,1986
3520950520120701,dki,Kuncara Handayani,M,1979
3521324916954983,dki,Dr. Kawaya Hutagalung,M,1984
3521407549788058,dki,Karma Narpati,F,1994
3521412313713308,dki,Wirda Palastri,F,1987
3521453331746722,dki,Danuja Dongoran,F,1993
3521519180300355,dki,Kenari Mustofa,M,2002
3521643682976940,dki,Rahmi Saptono,F,2012
3521790276677051,dki,"H. Darmana Safitri, M.M.",M,1984
3521870832057616,dki,Vino Mayasari,M,2007
3522432572015145,dki,Iriana Pangestu,M,1998
3522515700043201,dki,Amelia Nasyidah,F,1986
3522657002696375,dki,Hj. Shania Puspasari,F,1991
3522780633744305,dki,Prima Siregar,M,1995
3523401971692951,dki,"Hasan Siregar, M.Kom.",F,1986
3523501988176433,dki,Eli Mangunsong,F,2001
3523565456909732,dki,Laras Maheswara,M,1999
3523592823651425,dki,Janet Mangunsong,M,1975
3524515394620452,dki,Titi Safitri,F,2005
3524537484100286,dki,Kenzie Dabukke,F,1981
3524682532578974,dki,Yessi Iswahyudi,M,1966
3525037988255016,dki,"Tgk. Ajiman Palastri, S.Kom",M,1991
3526351018142667,dki,Agus Siregar,M,1995
3527853482331808,dki,Puti Paris Marpaung,M,2003
3528266385259712,dki,"Jamalia Zulkarnain, S.Gz",F,1988
3528429476454085,dki,Tgk. Gawati Hardiansyah,M,1976
3528467207724574,dki,"Drs. Carub Tarihoran, M.Farm",F,1977
3528575651750075,dki,Najwa Situmorang,M,1996
3528988342978833,dki,Narji Waskita,M,1985
3529040558177467,dki,Dr. Karen Halim,F,1987
3529812024069001,dki,Citra Lestari,F,2010
3529836046214477,dki,"Sutan Harimurti Rahayu, S.Gz",F,2005
3530393834004501,dki,Melinda Iswahyudi,M,1984
3531178674835422,dki,"R. Sadina Sinaga, S.Psi",F,1992
3531560183774236,dki,Kiandra Nashiruddin,M,1993
3531742475032842,dki,Capa Wijaya,M,1984
3532626368844679,dki,Nyana Prayoga,M,1994
3533275484229917,dki,Patricia Mulyani,F,1999
3533408904312159,dki,"R. Clara Yolanda, S.Pd",M,1966
3533554681284713,dki,"Tina Ramadan, M.Ak",F,1981
3533946420547527,dki,Bagus Samosir,M,1988
3533955956389840,dki,Damu Siregar,F,1994
3534140838249087,dki,Saka Pradipta,M,2009
3534387229540216,dki,Hamzah Permadi,F,2008
3534872160014081,dki,"dr. Bakti Waskita, S.Sos",M,1992
3535503118200501,dki,Drs. Cengkal Lailasari,M,2012
3535601073732219,dki,R. Unggul Halimah,F,1986
3535679723903364,dki,"Dr. Gamanto Winarsih, S.Ked",F,1991
3535956287015847,dki,Karsana Oktaviani,M,1994
3536007702267420,dki,Kania Adriansyah,F,2011
3536054810131767,dki,Harsana Ramadan,F,1985
3536102311063490,dki,Ir. Bala Prakasa,M,1985
3536260321802008,dki,Yuliana Haryanto,M,1989
3536572066357562,dki,Vivi Salahudin,F,1990
3536612674069934,dki,Empluk Nuraini,F,1981
3536755789592496,dki,dr. Kurnia Lailasari,F,2008
3536759468239783,dki,Shakila Maryadi,F,1988
3537344445143314,dki,Unjani Mulyani,F,1987
3537543297101185,dki,Samsul Ramadan,M,1966
3537573241596842,dki,Diana Purwanti,F,1985
3537626290568235,dki,Cinta Megantara,M,2007
3538188301958649,dki,drg. Gasti Setiawan,F,1981
3538696105114797,dki,"drg. Ade Aryani, S.Pd",M,1977
3538799233101916,dki,Lantar Maheswara,F,1983
3538895574758627,dki,Asmuni Damanik,F,1987
3539535695881465,dki,"Dr. Zulfa Tamba, S.E.I",M,1986
3539941673936471,dki,"Calista Saputra, S.Ked",M,1985
3540286623681182,dki,"Karimah Pangestu, S.Kom",M,1968
3540357155140234,dki,R. Cornelia Saputra,M,1985
3540498853163878,dki,Kalim Latupono,M,1971
3540608831782736,dki,Jasmani Tamba,M,2002
3540776389563673,dki,"Jati Haryanto, S.Sos",M,1985
3541360891398495,dki,Caket Widodo,M,1986
3541980313378864,dki,T. Paiman Wastuti,F,2000
3542062438073909,dki,"Luluh Purwanti, S.E.I",F,1987
3542465875351169,dki,Carla Waskita,F,1986
3542709697749732,dki,Danuja Saputra,M,1986
3543024804143004,dki,R. Oni Lailasari,M,1996
3543155487538258,dki,Novi Nuraini,M,1973
3543780874912921,dki,Sakti Waskita,M,1975
3544454385390261,dki,Jarwa Novitasari,M,1996
3544787327556469,dki,"drg. Ayu Haryanti, M.Pd",M,1990
3544885200157403,dki,Estiono Budiman,F,2007
3544914025938688,dki,Cakrabuana Yolanda,M,1979
3544931989278653,dki,"Artawan Iswahyudi, M.Pd",M,1991
3545483364022719,dki,Ratih Anggraini,F,1994
3545499820365948,dki,Cawuk Mayasari,F,2002
3546736957468063,dki,Gambira Handayani,F,1972
3546745892021028,dki,Dinda Pratiwi,M,2006
3546981403871656,dki,"Drs. Vicky Ardianto, S.Pd",F,1982
3547463230183083,dki,"Drs. Icha Laksita, S.E.",F,1992
3548059679186550,dki,Cinta Widodo,M,1965
3548361222831512,dki,R.M. Bakiadi Gunarto,M,1978
3548403375808853,dki,"Eli Palastri, S.Farm",M,1992
3548452441599863,dki,Gawati Wijaya,F,2003
3548624132054354,dki,"Drs. Aslijan Manullang, S.T.",F,2003
3548650711273610,dki,Balangga Permadi,F,2011
3548815673143131,dki,"Dr. Luthfi Sihombing, M.TI.",F,1998
3549158005951908,dki,"Mustofa Wijayanti, M.Farm",M,1981
3549182300492467,dki,Kajen Andriani,M,1984
3549191016294752,dki,"T. Gangsa Hutasoit, S.IP",M,1985
3549196554775237,dki,Harjaya Wacana,F,1998
3549492311838172,dki,T. Harimurti Mangunsong,M,1952
3549586894382068,dki,Galih Mangunsong,F,1979
3551174827324245,dki,Gangsa Widodo,M,1966
3551528187475295,dki,Martana Tampubolon,M,1995
3551981413181544,dki,Bakiono Situmorang,F,1983
3552701702810473,dki,Ir. Kartika Aryani,F,2009
3552994986533131,dki,Gilang Iswahyudi,M,1976
3553127778031324,dki,Violet Pratama,F,1987
3553179744446813,dki,"dr. Elvina Anggriawan, S.I.Kom",F,1968
3553882732550120,dki,Siti Rahimah,M,1994
3553913499987591,dki,"R. Gina Wulandari, S.Ked",M,2006
3554107048543687,dki,Mutia Halimah,M,1976
3554529563627118,dki,"KH. Dartono Yuniar, S.E.I",M,1991
3554617687183249,dki,"Saka Saputra, M.M.",M,2006
3555123859996566,dki,Banawa Wibisono,M,2007
3555797726624178,dki,Jelita Suwarno,M,1995
3555926116596197,dki,"Cut Jessica Uwais, S.Kom",M,1992
3556146215285027,dki,Cakrawala Yuniar,F,1998
3556195772842969,dki,Adhiarja Wahyudin,F,1975
3558600128587539,dki,Balamantri Mulyani,M,2009
3558933713672139,dki,Nadine Sudiati,F,1988
3559020047557332,dki,dr. Baktiadi Hidayanto,M,1993
3559068882188796,dki,"Darmaji Prayoga, S.I.Kom",F,2011
3559367200080515,dki,Cawisono Permadi,F,1987
3559527684074603,dki,Arsipatra Anggriawan,F,1983
3559703923069965,dki,Darman Salahudin,M,1983
3560071015571703,dki,"Agnes Hidayanto, M.Farm",F,1995
3560222992102547,dki,Elvina Wasita,M,1951
3560398544907466,dki,"drg. Gawati Uyainah, S.T.",M,1994
3560553042793780,dki,"Danu Pradipta, S.Pd",M,1977
3560571608142499,dki,"Lasmanto Suwarno, S.Psi",M,1997
3560800953678538,dki,Patricia Nababan,M,2000
3561570507349808,dki,"KH. Oskar Megantara, S.I.Kom",F,2001
3561698313205524,dki,"dr. Adhiarja Marbun, S.Kom",M,1977
3562084958981605,dki,Cakrawangsa Permadi,F,2010
3562165113182591,dki,"drg. Ikin Sitorus, S.Farm",M,1989
3562827751538133,dki,Padma Pudjiastuti,M,1992
3562846499195097,dki,Lega Marbun,M,1992
3562938327884362,dki,"Teguh Thamrin, S.I.Kom",M,1980
3563151380900971,dki,Indah Habibi,M,1979
3563362178943707,dki,drg. Michelle Puspita,F,1968
3563424865580547,dki,"R. Jasmin Laksmiwati, S.I.Kom",M,1983
3563893917447576,dki,"Hj. Raisa Pranowo, M.Ak",F,1990
3563958892124142,dki,Hj. Humaira Saputra,F,2007
3564356712043346,dki,"Mila Ardianto, S.Pt",M,1971
3565172697755427,dki,Restu Anggraini,F,1991
3565305562822738,dki,"Balidin Wastuti, S.Psi",M,2004
3565528607360162,dki,"Endra Lestari, S.Psi",F,2004
3565938568828570,dki,Oliva Saefullah,F,1987
3566083387398361,dki,"Julia Namaga, M.Ak",F,1991
3566398620690444,dki,Zelda Widodo,F,1986
3566956122502027,dki,Damar Hutagalung,F,2011
3567474399039094,dki,Pia Lailasari,F,1995
3567627939359872,dki,"Dt. Ozy Sitompul, S.Ked",F,1981
3567825925804758,dki,Winda Habibi,M,2011
3567863915368369,dki,"Ciaobella Prasetyo, S.Gz",F,1988
3568170248461682,dki,Lanang Hardiansyah,M,1998
3569356789042960,dki,Daliono Kurniawan,F,1986
3569562588766630,dki,"dr. Sakura Budiman, S.IP",M,1972
3569565201587911,dki,dr. Paris Rahayu,M,1968
3569644495730154,dki,"Kasim Prasetya, S.Ked",F,2001
3569762797187392,dki,Edi Yulianti,M,2001
3570145781190035,dki,"Gamanto Siregar, S.Pd",M,1982
3570416613897992,dki,"Gawati Damanik, S.E.",F,2010
3570422408611549,dki,"Jati Nainggolan, M.TI.",F,1987
3570576233000275,dki,"drg. Dewi Utama, S.I.Kom",M,1981
3570915405874358,dki,H. Langgeng Nuraini,M,1966
3571912617977029,dki,Sidiq Suryatmi,F,1988
3572319298075777,dki,Lili Firmansyah,F,1984
3572603058080220,dki,Dr. Sari Hutagalung,M,1983
3573079519217686,dki,Cawuk Hutasoit,M,2002
3573408657682585,dki,Lalita Saragih,M,1974
3573742802282614,dki,"Hj. Hesti Wijaya, S.IP",F,1994
3574760392403324,dki,Oliva Prasasta,M,1995
3575726862796769,dki,Carla Tampubolon,M,1962
3575787320226609,dki,"KH. Argono Nashiruddin, S.Gz",M,1988
3575842886901929,dki,Syahrini Rahimah,M,1982
3575910364072826,dki,Natalia Rahayu,M,2009
3576239635494729,dki,Harsaya Natsir,F,1970
3576449712519922,dki,Rafid Winarno,F,1988
3576933261371405,dki,dr. Zulaikha Budiman,F,1985
3577254949793269,dki,Dr. Hesti Mandasari,M,2009
3577841063274066,dki,Jane Nashiruddin,M,2007
3578176001624687,dki,Daniswara Haryanto,M,1988
3578285852914400,dki,"dr. Queen Wijaya, S.Ked",M,1995
3578456570165787,dki,Septi Najmudin,F,2002
3578546492845597,dki,"Elvina Hidayat, S.IP",M,2010
3579692870866695,dki,"Endra Nababan, M.Farm",F,2011
3580401035990896,dki,"T. Dadap Pradana, M.Ak",M,2004
3580438908059433,dki,Harjasa Pradipta,F,2001
3581468120171962,dki,Sutan Gandewa Napitupulu,F,2008
3581752444414350,dki,Titin Yolanda,M,1989
3582791887979981,dki,Tgk. Keisha Hutasoit,M,1973
3582809689935223,dki,Gabriella Maulana,M,2011
3583083290821821,dki,Estiono Rajasa,F,2003
3583284755921516,dki,"Tgk. Rika Riyanti, S.Sos",F,1993
3583719174260210,dki,Uchita Kuswoyo,F,1996
3583963796594222,dki,Daryani Waluyo,F,2012
3584962536745457,dki,Putri Kuswoyo,M,1981
3585368335087506,dki,Puti Kasiyah Adriansyah,F,1968
3585765705663958,dki,Ibun Kusumo,F,1967
3586400849118805,dki,"Dr. Timbul Mangunsong, S.E.",M,1983
3586579113176852,dki,Rudi Maryadi,F,1970
3587337956647904,dki,Eka Hidayat,M,1988
3587341902618993,dki,Darmanto Rajasa,F,1991
3587354599889728,dki,Embuh Saragih,F,2000
3587383448789714,dki,Teddy Nasyiah,F,2007
3587585995659591,dki,"Ir. Maimunah Sudiati, S.Pt",F,1982
3588104432841769,dki,Maryadi Sudiati,F,1995
3588647692912019,dki,R.M. Nyana Usamah,F,2001
3589096682082517,dki,"Tgk. Makara Utama, M.M.",F,1986
3589380857722689,dki,drg. Lukman Hidayanto,M,1995
3589596090520842,dki,"Aurora Agustina, S.T.",M,2001
3589887902314387,dki,Nalar Hasanah,F,2003
3590799800881051,dki,Sabar Pradipta,F,1970
3591405047323472,dki,Kunthara Mayasari,M,1985
3591523876458647,dki,Lembah Mandala,F,2011
3591625379300794,dki,"Yono Saputra, S.Psi",M,1978
3591646002078433,dki,Tina Hardiansyah,F,1965
3591995490629201,dki,Luis Mangunsong,M,1984
3592011302266742,dki,Jagapati Pradipta,F,2007
3592243227579699,dki,Ir. Murti Dabukke,F,2007
3592453519647910,dki,"Drs. Iriana Lazuardi, S.Pt",F,1981
3592455361016219,dki,Jane Setiawan,F,1987
3592479316508823,dki,Cayadi Mayasari,M,2009
3592979659361243,dki,Cici Megantara,F,2006
3593536489487546,dki,"Puti Mila Salahudin, M.Pd",M,1975
3593546121496854,dki,Ina Sihombing,M,2009
3594541352723257,dki,Ana Pradana,M,1973
3594837551443691,dki,"Asmuni Ardianto, S.E.",F,1986
3594955647820605,dki,drg. Hamima Dabukke,F,2004
3594978763014050,dki,Suci Namaga,M,2012
3595205443049515,dki,Rina Gunarto,M,2007
3595557073549879,dki,"Hasan Hassanah, S.E.I",F,2001
3595563351921350,dki,"dr. Unjani Haryanto, S.I.Kom",F,1982
3595587515299718,dki,"R. Prayogo Halim, S.Sos",F,2010
3595625700824872,dki,Rahmi Haryanto,F,2009
3596085027829766,dki,Ghani Wahyudin,F,2000
3596121484860455,dki,R. Fitria Maheswara,M,1975
3596612633477696,dki,drg. Prayogo Yuniar,M,1959
3597250558885848,dki,Gasti Haryanti,M,1980
3597961910262449,dki,dr. Jelita Hardiansyah,M,1970
3598871005576489,dki,"R.M. Rizki Utama, S.IP",F,2007
3599135027909212,dki,Bahuwirya Mansur,M,2010
3599499494778116,dki,"Drs. Amelia Tamba, M.M.",M,1976
4002752407278767,dki,Kamila Nugroho,F,1993
4004639087878214,dki,KH. Gada Lailasari,M,1989
4010122113950127,dki,"drg. Juli Suryatmi, S.H.",M,2008
4017399936916682,dki,Ulva Wastuti,M,2010
4017802962833960,dki,Aurora Hasanah,F,1990
4019905363673105,dki,"Adika Kusumo, S.H.",M,1982
4022281651234843,dki,Rudi Firgantoro,M,1979
4023261383627521,dki,Among Wahyudin,F,1984
4029454332563640,dki,Zelda Situmorang,F,1981
4031452920035662,dki,Enteng Hakim,M,1991
4034493214627498,dki,Elon Wibowo,M,1980
4039277633695458,dki,Hasan Sirait,M,1967
4039731076295002,dki,Wasis Safitri,F,1993
4048311863748346,dki,Ira Suartini,F,1982
4051635843184691,dki,Usyi Nasyiah,M,1972
4059988700534876,dki,Ida Wibowo,F,2006
4063236761080155,dki,Ozy Irawan,F,2012
4068989702474318,dki,Ajimat Pradana,F,1980
4070614142286496,dki,Aurora Andriani,F,2001
4071961106848962,dki,"Drs. Genta Irawan, M.Pd",M,1993
4084397395150486,dki,Asmuni Winarno,F,1993
4087795255830674,dki,Vera Saputra,M,1991
4098204418287473,dki,"Mahmud Nasyidah, S.Farm",F,1989
4100923161042365,dki,Jarwa Padmasari,M,2008
4106531301179023,dki,Jaya Narpati,M,2005
4107216437478023,dki,"Sutan Erik Napitupulu, S.Pt",M,1988
4108867874541241,dki,Julia Anggriawan,M,1985
4113704079015924,dki,Daru Hardiansyah,M,1960
4116056920356172,dki,Jais Marpaung,M,2007
4120255279087511,dki,"Prima Simanjuntak, S.I.Kom",M,1987
4124367889402737,dki,"dr. Mulyono Hidayat, S.H.",F,1994
4129181789427503,dki,Puti Febi Nababan,F,1994
4131228650532352,dki,Ganda Puspita,F,1983
4132189126928781,dki,Jaswadi Suartini,F,2012
4141881827609673,dki,Amelia Wibisono,F,1993
4145595849881195,dki,Emin Nashiruddin,M,1981
4148347241602606,dki,Luhung Aryani,M,2005
4160871836365389,dki,Almira Lestari,F,1981
4164398783623350,dki,"R.A. Salwa Yuliarti, M.TI.",F,1969
4165770694718959,dki,Himawan Putra,M,1957
4166272280740025,dki,"R. Lili Permata, S.E.",F,2012
4170500995160491,dki,Garan Firgantoro,F,2008
4172238784006231,dki,"Galak Prayoga, S.Pd",M,1993
4174057702390453,dki,Dr. Juli Megantara,M,1984
4178139365296478,dki,Shania Simanjuntak,M,2003
4179573090284608,dki,Enteng Firgantoro,M,1992
4179888484808006,dki,Irsad Irawan,F,1990
4181188603059045,dki,Eli Budiman,M,1977
4194044871819252,dki,"Sutan Mumpuni Saragih, M.M.",F,2001
4204405669287580,dki,"Saka Wijaya, S.H.",M,1995
4204445450568152,dki,Hj. Indah Setiawan,M,2002
4204699625962688,dki,"Hj. Cindy Rajasa, M.Ak",F,1993
4204865049770227,dki,Fitria Marbun,F,1989
4205185024799813,dki,R.M. Salman Pertiwi,M,1985
4211436908827150,dki,Hardi Mangunsong,M,1973
4219635643278197,dki,"drg. Bancar Wijayanti, S.Sos",F,1999
4224452028283146,dki,drg. Imam Adriansyah,F,1982
4225556492720471,dki,Karta Wahyuni,M,1978
4228391009711723,dki,Nurul Hartati,M,2008
4230327309726801,dki,Gandi Suartini,F,1988
4232532077815102,dki,"Banawi Siregar, S.Farm",M,2006
4232932278590191,dki,Ayu Hassanah,M,1984
4235440226938980,dki,Tgk. Tari Wibowo,F,1989
4237219123070834,dki,Luwar Sihombing,M,2008
4238644242805860,dki,"H. Yahya Handayani, S.I.Kom",F,1994
4239807479042585,dki,Kamaria Puspita,F,1982
4241777460261997,dki,Warsa Novitasari,M,1978
4245292824652416,dki,Hesti Safitri,F,2001
4245445434793232,dki,Mulyanto Firmansyah,M,1973
4247047725165183,dki,Danang Santoso,F,2006
4250503208533960,dki,"Puti Zahra Wijayanti, S.E.",F,2009
4254175641149864,dki,Wasis Napitupulu,M,1999
4254578036400869,dki,Tgk. Kayun Zulaika,F,2000
4255875058269084,dki,Ina Aryani,M,1984
4266760335382388,dki,Hari Maulana,F,2002
4268357779873820,dki,"Daniswara Gunawan, S.Pd",M,1978
4268640600849949,dki,"Elvina Situmorang, S.Psi",F,1985
4280604323776734,dki,"Bahuwirya Tampubolon, S.Kom",F,1995
4281107697609985,dki,Yessi Saputra,F,2002
4287168593134639,dki,Ami Iswahyudi,M,1983
4294484188649274,dki,Gara Sitompul,F,1999
4295166628049855,dki,Ophelia Pranowo,F,2008
4295466784594425,dki,Vivi Gunarto,M,1966
4302263817704050,dki,Dr. Tina Irawan,M,1981
4306383820128588,dki,"Sari Putra, M.Pd",F,1993
4306399682236699,dki,dr. Raharja Prastuti,M,1991
4309038731411054,dki,R. Viktor Winarno,F,1999
4310011077804361,dki,Baktiono Hartati,F,1954
4311304097214201,dki,Jarwa Pangestu,F,1966
4314001786147604,dki,"Dr. Baktianto Pradana, S.T.",F,1983
4314957027209455,dki,drg. Limar Agustina,F,1982
4315902376539812,dki,Putri Sitorus,F,1984
4317815230091374,dki,"Tina Dongoran, M.Pd",F,1980
4321295069509396,dki,Gilda Kuswandari,F,1987
4325586038960413,dki,Talia Winarno,M,1965
4327711116930264,dki,dr. Makara Prabowo,F,1992
4341447463633670,dki,Patricia Nashiruddin,F,1993
4345294247705168,dki,"Dasa Hastuti, S.Psi",M,1984
4348256733711510,dki,Zelda Safitri,M,1996
4366512846464588,dki,"Jayadi Zulaika, M.Ak",F,1992
4366771817472539,dki,Sadina Kurniawan,F,1991
4371163154338171,dki,Vanesa Pratama,F,1981
4375765946745400,dki,Ghaliyati Prayoga,F,1987
4376541203354296,dki,Hafshah Permata,F,1985
4377104655542451,dki,Ulva Nainggolan,F,2008
4378713285050450,dki,Dr. Luwes Mandala,F,1988
4380073493099534,dki,Karma Sihotang,M,1978
4380875529452127,dki,Tirtayasa Sitorus,F,1988
4381256169826731,dki,Cawisadi Hartati,M,1972
4383238262907426,dki,"Jayeng Rajasa, M.Ak",F,1971
4384653483539395,dki,"Cut Hana Maulana, S.H.",F,1979
4386024845816111,dki,Kambali Uyainah,F,1983
4387100690520898,dki,Lintang Agustina,F,1998
4389022563393310,dki,Titi Prasetya,F,2002
4389172423416718,dki,Asmadi Hidayanto,F,1985
4389389255631822,dki,Ophelia Palastri,M,1966
4394677357168120,dki,"Ibrahim Prayoga, S.H.",F,2001
4396640433281182,dki,Rahmi Iswahyudi,M,1996
4400739923249354,dki,Drs. Clara Suwarno,M,1990
4401832304257580,dki,Anom Yuliarti,M,1990
4407311853761924,dki,Yahya Kusmawati,M,1970
4407412992029205,dki,Dr. Lidya Nugroho,M,1967
4411710323049659,dki,"Dt. Bagiya Purnawati, S.Farm",M,1989
4412277273662567,dki,Ajiono Natsir,M,1993
4416447200752700,dki,Septi Kusumo,M,2010
4423922482419104,dki,Kusuma Nainggolan,F,2012
4430021291336251,dki,Damar Rajasa,M,2000
4433768133150830,dki,Hendra Simbolon,M,1984
4436873412170868,dki,"R.A. Puti Sihombing, S.Kom",F,1980
4437160351996555,dki,"Eva Siregar, S.Gz",F,2007
4440511208147260,dki,Cornelia Riyanti,M,1967
4441968018689585,dki,Yuliana Hidayat,M,1991
4445364788309420,dki,Hafshah Sitorus,M,1965
4446021936531169,dki,"Wisnu Pratiwi, M.Ak",M,1991
4449764366485821,dki,Cahyo Suryono,F,1991
4450080570279470,dki,"Ani Wasita, M.Pd",M,2004
4450403105752326,dki,"Dr. Intan Mulyani, S.E.I",M,1977
4454094248666451,dki,Unjani Nuraini,F,1979
4455586187126891,dki,drg. Putri Handayani,F,2004
4456609130359051,dki,R.M. Irwan Pratama,F,1981
4463457533357848,dki,"Elisa Natsir, S.Ked",F,1997
4469237778044804,dki,Rika Winarno,M,1988
4482532618774708,dki,"Jarwadi Prayoga, S.Farm",F,2001
4483881844493578,dki,Hasna Usamah,M,1979
4484508142147221,dki,Abyasa Haryanti,M,1948
4490538004709364,dki,Ajeng Pradipta,M,1975
4491168846978040,dki,Lukita Rajata,F,2011
4492109252403353,dki,Bakiman Mahendra,M,1983
4498767637558201,dki,"Zizi Santoso, M.Kom.",M,1970
4498998094495583,dki,R.A. Lalita Utami,F,2006
4501839580844956,dki,Cindy Salahudin,M,1978
4504835338188867,dki,Omar Nuraini,F,2006
4511533243601477,dki,Wawan Wacana,M,2009
4517023765413166,dki,Yuni Irawan,M,1998
4518705930955431,dki,Wirda Oktaviani,F,1993
4523723987090328,dki,Padma Siregar,F,2005
4525441838992083,dki,"Ivan Hartati, S.Farm",F,1985
4526942453399131,dki,Talia Hidayanto,M,2005
4528824477684144,dki,Vino Sinaga,M,2000
4532407180860336,dki,H. Lutfan Nurdiyanti,M,2011
4537604821505685,dki,"Endra Tampubolon, S.Pd",M,2000
4538778656278748,dki,"KH. Indra Haryanti, S.Gz",M,1969
4542110885190433,dki,"Ika Widiastuti, M.M.",M,1996
4542504506802329,dki,Daliono Sihombing,M,1997
4543133446525763,dki,Nova Puspasari,F,1965
4543770359797416,dki,Rahmi Hartati,M,1976
4544515842302442,dki,Rahmi Kusumo,M,1974
4544982061905141,dki,Aisyah Nasyidah,F,1991
4545194032759487,dki,Dartono Zulkarnain,F,1970
4551895931872012,dki,R. Balapati Usada,M,1982
4553303241142836,dki,Salsabila Maryadi,M,1988
4557229660693510,dki,"Saadat Wastuti, S.H.",M,2010
4558067111007925,dki,Faizah Lailasari,M,1989
4563392639388729,dki,"Danuja Pradipta, S.Sos",F,1997
4565819618289286,dki,Drs. Victoria Sihombing,M,1998
4566988485083087,dki,Ana Anggraini,M,1973
4570326177710945,dki,Karen Pertiwi,F,2006
4571332363310689,dki,Dr. Vanesa Hariyah,M,2011
4578758363171981,dki,"Shania Waluyo, S.Farm",F,1989
4580278479854954,dki,Luluh Astuti,M,1992
4581300237839678,dki,Kacung Pudjiastuti,F,2006
4582832677562989,dki,"Rahmi Siregar, S.E.I",M,1989
4582951929146910,dki,H. Jarwadi Suartini,M,2002
4583892581346290,dki,"Daniswara Pradipta, S.Pt",M,2002
4585349556668958,dki,Unggul Halimah,M,1985
4586454154379245,dki,Latika Yuliarti,F,1990
4590339247562523,dki,Drs. Bakiman Rahmawati,M,1970
4592780721139296,dki,Wakiman Sihombing,M,1976
4607578492019777,dki,Mutia Latupono,M,2002
4607954544005942,dki,Hj. Rini Pangestu,M,1999
4611826651808983,dki,"Cut Calista Maryati, M.TI.",F,1982
4612175181278450,dki,Mahmud Haryanti,M,1965
4613789240364280,dki,Zelaya Susanti,F,1980
4613911137735824,dki,"Viman Mayasari, M.Pd",M,1992
4614257598078141,dki,Zaenab Saragih,F,2004
4619696552530271,dki,R.M. Kalim Novitasari,M,1988
4623486440149169,dki,"R. Mursinin Puspasari, S.Ked",M,1999
4628562596639925,dki,Tira Saptono,M,2010
4631523226967560,dki,H. Eka Gunarto,M,1973
4636055192881546,dki,Wulan Januar,M,1978
4637961799161092,dki,Salsabila Prasasta,M,1998
4642976742436642,dki,"dr. Prasetyo Pertiwi, S.T.",F,1982
4650487889977769,dki,Gina Jailani,M,1951
4652259970415845,dki,Clara Ardianto,M,1996
4654235106641320,dki,Banara Astuti,F,1984
4656484264640462,dki,Raisa Maryadi,F,1990
4657065205010987,dki,Julia Prasetyo,F,1995
4660075829742639,dki,Dr. Kemal Rahayu,F,1994
4661843359109266,dki,Galih Budiyanto,F,2005
4667963556135841,dki,Maryadi Simanjuntak,F,1992
4668070292518162,dki,Laksana Mahendra,F,2012
4668539141678666,dki,Queen Wahyudin,F,1981
4673419635061948,dki,Martaka Wijaya,M,1989
4677662015218176,dki,"Dt. Aslijan Wibisono, S.Pt",M,1982
4680239652114110,dki,Ir. Cengkir Maryati,F,1983
4684647405560965,dki,Indra Laksmiwati,M,1987
4684821109015770,dki,Paramita Budiyanto,F,1997
4692797186209751,dki,"Cut Ina Laksita, S.Pt",M,2004
4693229754928686,dki,Laila Pratama,F,1986
4699023220672919,dki,Padmi Tamba,F,2009
4704902042632297,dki,"R. Nadine Prasetya, M.M.",F,1994
4705243679928131,dki,"dr. Laswi Pranowo, S.Pd",F,2012
4706129919148789,dki,Dt. Galuh Suryono,F,1987
4708188051530194,dki,Fathonah Permadi,M,1992
4708293952214417,dki,Almira Wastuti,M,2003
4708295371136584,dki,Vega Putra,F,2000
4709388179342204,dki,R. Yulia Palastri,F,1955
4712578077830764,dki,Padma Nugroho,M,1995
4713105079051022,dki,Gangsar Palastri,F,1984
4719371541269014,dki,Nasab Megantara,F,1997
4719913296770918,dki,Umar Pradana,M,2003
4721230793157234,dki,Safina Lazuardi,M,2008
4721742558058605,dki,Drajat Halimah,M,1983
4723250872219869,dki,Cager Setiawan,M,1965
4724873649782668,dki,Laila Yulianti,F,1999
4726207758980912,dki,Suci Wacana,M,1974
4729781006341363,dki,Kamila Ramadan,F,1983
4735363010235782,dki,Viktor Saptono,M,1970
4736304277327671,dki,Ilsa Kurniawan,F,2008
4738454241042571,dki,Hairyanto Hardiansyah,F,1996
4739532514157439,dki,"Widya Hastuti, S.Kom",F,1996
4740523357550472,dki,"Cecep Nababan, S.Ked",F,1983
4746981794942799,dki,"Gara Kuswandari, S.I.Kom",M,1977
4752851022235137,dki,Malika Samosir,M,1970
