"transID","payCardID","corridorPK","direction","tapInTime","tapInStopPK","stopStartSeq","tapOutTime","tapOutStopPK","stopEndSeq","payAmount"
KLFX849Z2Y28XU,2250309611886654,37,1,"2023-04-22 16:39:07",1924,18,"2023-04-22 18:07:07",402,19,3500
KLGQ685S6S27LR,565431772831,96,0,"2023-04-03 05:36:19",129,8,"2023-04-03 06:01:06",1029,13,3500
KLHD756D8B21MF,3531178674835422,170,0,"2023-04-20 06:42:02",337,16,"2023-04-20 07:25:55",2678,25,0
KLHY205J9Z46TI,4255875058269084,7,0,"2023-04-03 06:34:42",1046,2,"2023-04-03 07:29:15",2485,20,0
KLIM032F0C81GZ,3569562588766630,77,1,"2023-04-11 05:36:31",94,0,"2023-04-11 06:00:03",136,1,0
KLIQ982T3N59VG,378872365541693,45,1,"2023-04-25 06:03:56",128,6,"2023-04-25 06:50:57",2610,24,3500
KLJC756M9B94ZL,4357457456440,151,0,"2023-04-18 20:18:45",1110,2,"2023-04-18 21:31:05",534,7,20000
KLJN826N3L69VI,6011016864826912,98,1,"2023-04-06 21:39:51",96,4,"2023-04-06 22:42:17",556,9,3500
KLJX380M8M22TJ,3561570507349808,142,1,"2023-04-03 05:09:21",905,35,"2023-04-03 05:33:28",2687,36,0
KLKB873D4D71CF,4306399682236699,121,0,"2023-04-27 17:42:24",190,35,"2023-04-27 18:45:02",2629,43,0
KLKP751B0D76RZ,3516006502484403,46,1,"2023-04-07 17:14:08",54,8,"2023-04-07 18:35:38",282,25,3500
KLKU391O7I39PW,3516594869567563,90,1,"2023-04-11 20:49:15",548,4,"2023-04-11 22:27:48",310,13,3500
KLLJ172K7K48NS,3549182300492467,114,1,"2023-04-20 05:12:29",826,0,"2023-04-20 05:33:38",172,4,3500
KLMJ394X9D06HK,3583719174260210,193,0,"2023-04-18 06:45:52",429,2,"2023-04-18 07:32:26",825,3,20000
KLMO760O8L23WP,4451666937375088290,25,0,"2023-04-11 06:02:20",639,3,"2023-04-11 06:40:12",2772,42,0
KLMW490D4W11FC,4684821109015770,16,1,"2023-04-13 06:02:31",985,10,"2023-04-13 06:49:02",1157,16,3500
KLMZ789X6W16QA,213170888063660,201,0,"2023-04-06 08:11:34",228,2,"2023-04-06 09:50:41",2260,6,3500
KLNA479Z0X31KZ,4629225227158,128,1,"2023-04-10 18:45:37",33,23,"2023-04-10 20:41:13",1595,29,3500
KLNN284T0Z61EX,3502800039632328,119,0,"2023-04-06 17:28:08",336,8,"2023-04-06 19:10:56",133,10,3500
KLOU646A9A80TT,4814740608115622982,163,0,"2023-04-04 20:57:58",768,16,"2023-04-04 22:53:48",2822,24,3500
KLOZ033B6R33FQ,564493024850,182,0,"2023-04-23 21:49:30",1925,35,"2023-04-23 22:12:54",2879,39,0
KLPC572Q3A14DW,3594955647820605,85,1,"2023-04-16 08:37:57",700,1,"2023-04-16 10:34:05",2245,9,0
KLPN669A7C43RS,213169323959862,50,0,"2023-04-27 07:12:29",594,15,"2023-04-27 08:48:45",2839,21,3500
KLPS183P2V86RG,6011917728048173,100,0,"2023-04-28 20:07:10",98,13,"2023-04-28 21:22:58",1975,16,0
KLQF204M7Y65IJ,36598361926067,124,1,"2023-04-15 11:40:43",1926,16,"2023-04-15 12:19:17",134,18,3500
KLQL581U0Y70DB,30431553316218,129,0,"2023-04-07 06:30:14",209,9,"2023-04-07 07:14:06",1601,45,0
KLQM263V6O62GP,3563151380900971,176,0,"2023-04-28 16:12:57",687,18,"2023-04-28 17:57:36",19,25,3500
KLQU653Q8J79BK,639083950241,81,0,"2023-04-06 09:18:11",100,0,"2023-04-06 09:44:39",1422,2,0
KLRE759C8W00LK,30297544751882,6,0,"2023-04-03 18:41:09",814,2,"2023-04-03 19:54:29",196,6,0
KLRQ525W9U75UT,6011030576594056,30,1,"2023-04-28 21:46:35",32,3,"2023-04-28 23:43:26",2073,7,3500
KLRV343R9S67YL,3569356789042960,52,1,"2023-04-19 07:53:47",361,9,"2023-04-19 08:26:11",1832,11,20000
KLSU657G8D88VX,2259163638164343,133,0,"2023-04-21 09:56:28",1200,6,"2023-04-21 11:51:16",2638,21,0
KLSY373X5B34AS,501844964426,214,1,"2023-04-13 19:14:21",441,3,"2023-04-13 20:30:44",2852,4,0
KLTW385D0Z19XN,4555304365157,66,0,"2023-04-05 07:50:57",198,21,"2023-04-05 08:45:12",300,28,0
KLUN542I2F21PI,4532407180860336,194,0,"2023-04-03 06:43:20",1265,1,"2023-04-03 07:07:17",852,3,3500
KLVL687P4M86OC,5542490449138301,179,1,"2023-04-17 05:59:43",948,9,"2023-04-17 06:38:49",2892,11,3500
KLVP940M9U77NF,6011537154923796,89,0,"2023-04-30 10:10:49",1657,6,"2023-04-30 11:12:14",3297,35,0
KLWU444B2F78WC,4947438345710982,175,1,"2023-04-12 06:12:47",1142,16,"2023-04-12 07:06:12",242,30,3500
KLYG863A6D07HK,213121265875226,171,1,"2023-04-26 21:04:17",529,6,"2023-04-26 22:16:23",257,7,3500
KLYZ698Q3I96QI,30428250357040,153,1,"2023-04-07 06:45:03",890,6,"2023-04-07 07:18:30",2845,18,
KLZG383K5U58QZ,345438640070245,196,0,"2023-04-23 20:46:30",1927,13,"2023-04-23 21:32:17",1033,36,3500
KLZH008G6A39GR,180006537547852,161,0,"2023-04-21 06:30:02",414,29,"2023-04-21 07:17:03",1090,39,0
KLZI082N1P59FW,347394043585982,131,1,"2023-04-10 16:55:04",134,0,"2023-04-10 18:48:07",285,1,3500
KLZQ777Q9E73ZA,4097122165824,54,0,"2023-04-25 17:45:52",304,5,"2023-04-25 18:42:04",1440,10,3500
KMAI853Z5E88HH,3566398620690444,86,1,"2023-04-06 17:16:25",124,47,"2023-04-06 18:52:39",70,48,3500
KMAJ403L5D05HA,3503950365035536,2,0,"2023-04-18 06:07:56",466,32,"2023-04-18 06:32:43",2714,40,0
KMAQ336J7O19IB,2321217432765996,37,0,"2023-04-19 08:03:05",649,10,"2023-04-19 08:35:05",355,12,3500
KMBV100G6E58RG,2720497305962063,51,1,"2023-04-17 09:36:56",450,14,"2023-04-17 11:36:19",1218,17,3500
KMCM256F4I50WZ,6011543080425997,144,1,"2023-04-13 06:31:30",1311,13,"2023-04-13 08:01:15",1303,21,3500
KMCR797B4I62DW,4798412351689028870,212,0,"2023-04-12 05:16:01",725,9,"2023-04-12 05:43:20",274,12,3500
KMDM864C9X14HU,30146000910179,168,0,"2023-04-18 07:38:08",320,20,"2023-04-18 08:23:00",999,24,3500
KMDO968T4W09OX,4629225227158,128,1,"2023-04-25 21:55:25",33,23,"2023-04-25 22:56:06",1595,29,3500
KMDS221R5S44AC,3531742475032842,10,0,"2023-04-05 20:36:35",10,15,"2023-04-05 22:10:01",20,18,3500
KMFD583G4M66GW,4128076101888382603,111,1,"2023-04-07 08:46:01",1002,29,"2023-04-07 10:16:08",1620,36,0
KMFD852N2L08YS,584795923666,43,1,"2023-04-27 18:38:59",402,10,"2023-04-27 19:37:11",2692,15,3500
KMFP551I6U74NI,180016859215889,159,1,"2023-04-25 16:45:15",652,21,"2023-04-25 17:48:28",273,23,3500
KMFX503V7M94VU,4968156435384914,80,1,"2023-04-10 17:04:14",1169,4,"2023-04-10 18:16:27",1806,6,3500
KMGT776I9G90VU,3507946556271373,186,1,"2023-04-28 09:59:04",274,2,"2023-04-28 10:21:18",3160,9,3500
KMGZ282X0W07TF,4964008481270,23,1,"2023-04-03 05:35:45",1042,5,"2023-04-03 06:15:43",1741,22,3500
KMHB121H9V75HU,4725775400524,100,1,"2023-04-19 09:03:50",551,12,"2023-04-19 11:01:51",815,14,0
KMID724V2B14TT,4224452028283146,53,0,"2023-04-21 09:20:54",186,6,"2023-04-21 11:10:18",1548,18,0
KMIL064Y1X39TC,3536260321802008,,0,"2023-04-14 18:51:56",239,16,"2023-04-14 19:43:14",1033,26,3500
KMJI346S7G83XW,373945281501952,186,1,"2023-04-12 05:07:24",969,7,"2023-04-12 06:06:58",662,10,3500
KMJK968P8Z33OQ,180005680484434,73,1,"2023-04-19 16:32:48",78,2,"2023-04-19 17:35:26",450,3,3500
KMJO681I5L51NI,3592243227579699,155,1,"2023-04-03 21:26:16",53,10,"2023-04-03 22:47:27",1073,15,3500
KMLE995O6U68EA,676274145736,213,0,"2023-04-14 18:23:35",1319,1,"2023-04-14 19:35:33",1221,3,0
KMMI085D2F73WH,6547155617203954,185,1,"2023-04-19 19:38:42",1633,47,"2023-04-19 20:59:49",3183,54,3500
KMNA421U6E97JC,180083201664057,39,1,"2023-04-10 08:30:19",957,33,"2023-04-10 09:18:01",2677,37,0
KMNJ151T5R63UE,213129225555184,151,0,"2023-04-27 05:42:14",173,12,"2023-04-27 06:24:07",388,14,20000
KMNP171U8G47QZ,4254175641149864,172,1,"2023-04-08 18:14:10",1928,14,"2023-04-08 19:34:53",3321,15,0
KMOX970A4Q32PR,4116056920356172,50,1,"2023-04-06 17:31:59",295,20,"2023-04-06 19:04:34",1069,24,3500
KMQH798Y0P78LB,570918242399,96,0,"2023-04-06 06:42:38",401,7,"2023-04-06 07:19:53",121,10,3500
KMQQ676H1D72HB,180038448564171,124,0,"2023-04-30 18:32:19",268,3,"2023-04-30 19:26:20",2712,10,3500
KMRJ010Z2K65TU,340858239719917,163,1,"2023-04-14 05:36:37",398,12,"2023-04-14 06:36:22",982,18,3500
KMRK848S1B98FN,4853213936956,45,1,"2023-04-17 08:19:29",1026,19,"2023-04-17 09:16:05",2922,20,3500
KMRY004E4N56QM,6011543080425997,144,0,"2023-04-13 19:05:49",1285,6,"2023-04-13 21:04:14",2002,15,3500
KMSB456G6T66HQ,180029887732247,91,0,"2023-04-18 21:12:18",122,25,"2023-04-18 22:55:15",2608,27,0
KMSC453O9P14DY,3592243227579699,155,1,"2023-04-13 20:35:43",53,10,"2023-04-13 21:54:48",1073,15,3500
KMSG331A3P16XL,676145146616,4,1,"2023-04-06 09:01:59",1567,23,"2023-04-06 09:54:20",2622,29,0
KMSH773V1Z75TZ,180083201664057,39,0,"2023-04-07 21:58:22",307,8,"2023-04-07 23:51:49",1410,14,0
KMSM843K7X12GX,3528575651750075,127,0,"2023-04-03 19:18:39",1240,4,"2023-04-03 20:33:28",206,6,0
KMSW803P6S07QR,213104805015669,102,0,"2023-04-10 06:03:33",835,48,"2023-04-10 06:29:30",2746,49,0
KMUE766B1Y75VD,6558313572530681,166,1,"2023-04-27 18:45:28",813,0,"2023-04-27 20:01:31",1232,2,0
KMUH881M0A64PC,4824850146050,9,0,"2023-04-16 20:38:43",432,19,"2023-04-16 22:30:07",13,24,3500
KMUS990A0V16FL,373286421882964,8,1,"2023-04-27 08:37:04",8,4,"2023-04-27 10:08:45",1916,10,3500
KMUW398L2P61MF,4302263817704050,103,0,"2023-04-22 17:15:37",1782,45,"2023-04-22 18:26:14",3322,47,0
KMUZ398Y2Z34UT,4306567886746588452,168,1,"2023-04-13 18:37:30",695,13,"2023-04-13 19:46:09",1177,18,3500
KMVI151X4W42DG,213198175349153,120,0,"2023-04-28 09:12:31",853,2,"2023-04-28 10:09:54",221,6,0
KMVO167J7A19UJ,6507638073318307,111,1,"2023-04-18 11:54:13",1196,47,"2023-04-18 13:42:17",685,49,0
KMWG895T2W24MF,3511110900198436,195,1,"2023-04-05 18:21:39",16,7,"2023-04-05 19:21:59",1400,24,0
KMWP244V0Z06PL,3548650711273610,183,1,"2023-04-18 16:39:56",687,10,"2023-04-18 18:04:19",1303,11,3500
KMXZ474X9W40LI,3537344445143314,64,0,"2023-04-04 17:37:04",60,10,"2023-04-04 18:47:47",1218,20,3500
KMYZ347V7O26KZ,213171034000424,51,1,"2023-04-17 07:22:23",336,9,"2023-04-17 08:47:39",89,12,3500
KMZR049B7C63CF,213146091952345,,1,"2023-04-18 16:51:16",376,6,"2023-04-18 18:24:46",2409,8,0
KMZW785U8Y24HH,4122123545871,48,0,"2023-04-13 17:55:50",187,4,"2023-04-13 18:58:17",401,14,3500
KNBA346Y9A22ER,372168346148658,72,1,"2023-04-26 05:16:02",1407,21,"2023-04-26 05:49:10",2115,29,0
KNBN762I8S97DV,6011491438537776,1,0,"2023-04-23 18:32:40",1929,12,"2023-04-23 20:10:55",3024,51,0
KNCG869O8W87SC,2238533576611255,14,1,"2023-04-14 18:26:11",717,30,"2023-04-14 20:20:23",2299,41,0
KNCN115X1Z03QK,4874486601260594074,152,0,"2023-04-12 05:14:34",779,5,"2023-04-12 06:07:20",2470,6,0
KNDJ215P1N52UC,4148347241602606,38,1,"2023-04-17 17:58:20",99,13,"2023-04-17 19:19:30",2599,22,0
KNEO183U8R45UB,213121182081593,126,1,"2023-04-17 20:54:44",1448,6,"2023-04-17 22:14:58",2361,9,20000
KNGA994U0B61KB,3507749826517850,199,1,"2023-04-29 13:05:48",1930,27,"2023-04-29 14:51:58",3323,32,0
KNGF710E2E97KH,213184927022546,56,0,"2023-04-27 06:18:33",726,48,"2023-04-27 07:48:14",2176,56,0
KNGH742L4Z83KF,6570035474604116,54,0,"2023-04-19 16:20:22",304,5,"2023-04-19 17:44:13",2664,18,3500
KNGS763K2R19NM,4578011445781,134,0,"2023-04-27 17:50:07",1498,24,"2023-04-27 19:38:54",2955,27,0
KNGS878V6K20GD,6523645346654293,41,1,"2023-04-20 20:38:32",915,2,"2023-04-20 21:28:46",112,20,0
KNGU381M1E07DY,3597961910262449,42,1,"2023-04-16 19:06:01",202,6,"2023-04-16 20:46:55",1704,12,3500
KNHD036A7G16HZ,60404498697,36,0,"2023-04-07 06:26:13",41,38,"2023-04-07 08:01:16",1769,45,0
KNHW417S8Z37OM,4023591971708,153,1,"2023-04-20 06:31:39",1339,22,"2023-04-20 08:17:50",2409,26,
KNIE283Y7D94UK,3576239635494729,142,1,"2023-04-11 17:24:52",360,25,"2023-04-11 19:19:48",2687,36,0
KNIF012I0L31FA,572544509597,57,1,"2023-04-04 06:54:14",1009,3,"2023-04-04 08:51:38",708,5,3500
KNIF764Q2C06MH,2708264434040542,16,0,"2023-04-26 07:16:06",909,2,"2023-04-26 07:58:51",1740,5,3500
KNIJ814W9J00GJ,180008292897068,171,0,"2023-04-18 21:46:58",865,0,"2023-04-18 23:05:12",413,11,3500
KNJB358J6N91RG,340065298083181,46,0,"2023-04-19 05:52:27",200,14,"2023-04-19 06:47:47",525,24,3500
KNJV689Z7Q87NO,4946058391117592554,51,0,"2023-04-10 09:12:40",60,10,"2023-04-10 10:00:20",498,14,3500
KNLJ159Y0K60VT,348056817539268,17,1,"2023-04-18 20:18:20",1329,3,"2023-04-18 22:09:45",543,9,3500
KNMI516L7S39VX,180032529782349,205,0,"2023-04-29 16:25:12",1931,5,"2023-04-29 16:59:46",646,8,0
KNPK153A9W86RF,4504835338188867,122,1,"2023-04-15 20:08:44",978,14,"2023-04-15 21:10:29",3226,32,0
KNPU376F8Q27WR,5125406223322395,44,0,"2023-04-07 16:46:38",555,31,"2023-04-07 18:33:38",1349,33,0
KNQB102W7B54TH,4631523226967560,88,0,"2023-04-27 08:52:15",312,14,"2023-04-27 10:35:48",2087,15,
KNQE234R6Q53RB,30276672399789,99,1,"2023-04-03 16:00:24",702,10,"2023-04-03 17:35:40",1523,13,3500
KNQG987Y7T98RQ,4165770694718959,119,1,"2023-04-26 19:06:27",775,15,"2023-04-26 19:59:20",1218,16,3500
KNQT985A8N58BB,4547245090487583462,172,0,"2023-04-25 06:47:31",1690,2,"2023-04-25 07:31:33",280,7,0
KNQZ873U5V12GO,574726750023,174,1,"2023-04-17 17:58:18",927,1,"2023-04-17 19:25:57",2413,30,0
KNRG738T2F65PB,378553815963022,39,0,"2023-04-06 08:28:24",788,20,"2023-04-06 09:31:58",2582,22,0
KNRQ622P2C20PR,2720497305962063,51,0,"2023-04-03 19:29:38",60,10,"2023-04-03 20:54:29",2250,18,3500
KNRR070X1O55WR,3507250769984157,74,1,"2023-04-24 20:35:51",91,9,"2023-04-24 21:48:10",2596,40,0
KNSA041Y9F44IJ,2321217432765996,37,0,"2023-04-13 10:55:12",649,10,"2023-04-13 12:07:49",355,12,3500
KNSE319Q1P35CC,502072062834,86,1,"2023-04-03 06:25:22",1356,1,"2023-04-03 07:11:01",452,37,3500
KNSH431S2V61BY,213107317059919,55,0,"2023-04-28 09:06:26",1488,18,"2023-04-28 10:29:26",1301,26,0
KNSY427C6W28VO,213187760461390,151,0,"2023-04-05 08:19:27",173,12,"2023-04-05 09:59:21",388,14,20000
KNTA628V2P24KX,4455586187126891,32,0,"2023-04-07 09:37:26",199,13,"2023-04-07 10:29:13",783,14,3500
KNTC650T7B58GT,30427752176460,192,1,"2023-04-10 07:10:56",1145,42,"2023-04-10 08:27:01",2966,51,0
KNTL208H8R13OQ,4387418573857438765,146,1,"2023-04-07 20:39:43",550,26,"2023-04-07 22:35:04",2009,50,0
KNTR548I1F85RM,30441889571006,2,0,"2023-04-03 19:52:00",1414,11,"2023-04-03 20:44:51",3104,35,0
KNTS830C1Y14BH,3567825925804758,15,0,"2023-04-04 21:01:37",1281,29,"2023-04-04 22:27:37",3031,35,3500
KNTX062D3H73TB,4730280883020443501,117,1,"2023-04-03 16:56:06",274,0,"2023-04-03 18:54:11",590,5,3500
KNUK808J0O19YA,3502084149637283,93,0,"2023-04-11 09:26:59",1218,0,"2023-04-11 10:47:38",2996,11,3500
KNUR656N6K39UD,3508055251895822,98,0,"2023-04-04 06:01:29",166,10,"2023-04-04 06:50:30",2560,12,3500
KNVC390W8G01CH,587537853984,106,0,"2023-04-10 17:09:30",1164,1,"2023-04-10 18:17:36",2973,23,3500
KNVN220V8C05II,36862448099508,36,1,"2023-04-06 09:55:22",698,11,"2023-04-06 10:34:50",2873,15,0
KNVP633O9G53HZ,30063543803011,119,0,"2023-04-11 20:17:44",1218,0,"2023-04-11 22:02:53",133,10,3500
KNVZ149B9B96JS,567286069354,88,1,"2023-04-04 16:24:50",325,1,"2023-04-04 18:05:50",2179,7,
KNWS907F9Y31IA,2247096843683316,201,0,"2023-04-12 16:47:43",682,5,"2023-04-12 17:51:05",964,8,3500
KNXQ121Q3I15CC,4281107697609985,148,0,"2023-04-06 06:34:11",494,24,"2023-04-06 07:49:07",2701,38,0
KNYP633B3T85ZH,4868766606269426510,161,0,"2023-04-27 05:35:48",42,36,"2023-04-27 06:14:57",1826,41,0
KOAC260Y8Y95RK,4857511536859376,177,1,"2023-04-04 09:26:42",996,5,"2023-04-04 11:19:34",2912,16,0
KOAQ878E7S26DD,180044335370375,149,1,"2023-04-28 18:12:35",369,6,"2023-04-28 19:11:16",1055,18,0
KOAU239L7Z61YO,30011083993544,93,0,"2023-04-13 21:07:25",127,4,"2023-04-13 23:02:13",231,13,3500
KOAW755H6J13JC,4821029051872,192,0,"2023-04-25 09:25:35",879,24,"2023-04-25 11:06:14",2858,26,0
KOAY162W6W16QX,4607578492019777,107,1,"2023-04-21 06:51:13",1008,24,"2023-04-21 07:38:11",84,30,3500
KOBR353J8Q46ZQ,3521407549788058,216,1,"2023-04-17 06:12:31",914,46,"2023-04-17 06:59:19",2874,50,0
KOBR691N3U07YM,4969389181181692,11,1,"2023-04-26 18:07:48",1457,4,"2023-04-26 19:17:39",1844,19,3500
KOBV747B6T98UG,213186627613334,112,0,"2023-04-07 09:41:45",623,17,"2023-04-07 10:33:38",135,30,3500
KOBZ477R1D82BI,4545616130966800915,88,0,"2023-04-22 09:58:24",1932,2,"2023-04-22 10:34:04",2546,7,
KOCB160P5H82YG,4894146910205774,190,0,"2023-04-06 17:48:10",641,35,"2023-04-06 19:03:27",654,57,0
KOEL098Q5R49OK,3583963796594222,49,0,"2023-04-22 07:29:56",1933,11,"2023-04-22 08:55:55",421,34,0
KOFS512S9C86HR,4586454154379245,61,0,"2023-04-10 07:47:37",204,9,"2023-04-10 08:26:56",1991,16,
KOFX324N6J26MS,6593023949141297,84,1,"2023-04-09 10:17:11",1557,10,"2023-04-09 12:10:06",3324,14,0
KOFZ717E4R10XZ,36191244854712,158,0,"2023-04-14 09:19:15",1354,1,"2023-04-14 10:40:19",693,11,3500
KOHS348R4I28TD,4461146257530,,1,"2023-04-19 08:00:49",285,1,"2023-04-19 09:28:19",214,2,3500
KOIU963C7W19MF,4294484188649274,86,1,"2023-04-25 16:01:05",462,31,"2023-04-25 17:38:43",452,37,3500
KOIY199T9A88NW,4814740608115622982,163,0,"2023-04-20 17:59:10",768,16,"2023-04-20 19:30:36",2822,24,3500
KOJH098R9S98EA,3563151380900971,176,1,"2023-04-21 05:37:46",849,16,"2023-04-21 06:24:53",340,23,3500
KOJS640J4N94UF,570928206772,24,0,"2023-04-05 06:26:03",546,5,"2023-04-05 06:52:55",589,15,3500
KOJV551K7A05RP,3570416613897992,99,1,"2023-04-06 16:34:54",251,1,"2023-04-06 17:59:13",1423,3,3500
KOKB442O1L96DF,580165317646,86,1,"2023-04-15 16:47:10",1654,25,"2023-04-15 18:05:39",475,45,3500
KOKF417L4Q88JJ,3580401035990896,179,0,"2023-04-14 06:39:20",1094,15,"2023-04-14 07:10:20",894,24,3500
KOKI988L4J65UI,502098244101,119,0,"2023-04-21 17:59:30",411,13,"2023-04-21 19:14:43",188,15,3500
KOLA174F6Z29SS,4980154953674018562,133,1,"2023-04-17 09:11:04",410,18,"2023-04-17 10:31:31",942,22,0
KOLU271Z7F42GR,4853213936956,45,1,"2023-04-24 07:17:52",1026,19,"2023-04-24 07:46:21",2922,20,3500
KOLV728M7Q14YY,372164514068695,168,1,"2023-04-29 15:44:22",1579,24,"2023-04-29 16:54:46",3082,25,3500
KOMH619P1G88FN,6572535888310380,196,1,"2023-04-17 21:54:06",1268,19,"2023-04-17 22:48:13",3022,20,3500
KONA549T4U42YV,6011917728048173,100,0,"2023-04-24 21:30:04",98,13,"2023-04-24 23:03:24",1975,16,0
KONF652W6E35AJ,3561570507349808,142,0,"2023-04-04 17:52:46",805,27,"2023-04-04 18:46:41",2807,39,0
KONT636T6N61SR,213155822653833,56,0,"2023-04-05 05:44:30",71,25,"2023-04-05 06:22:00",2588,40,0
KONU544K6G56UH,213187760461390,151,1,"2023-04-11 19:42:40",388,0,"2023-04-11 21:18:57",2227,1,20000
KOPD060P3U24AV,3504787672864607,179,1,"2023-04-17 05:30:20",352,15,"2023-04-17 05:58:23",2683,24,3500
KOPI704D5Q13YF,3551174827324245,82,1,"2023-04-28 06:07:57",101,2,"2023-04-28 06:49:00",577,4,0
KOQQ326K5W80FY,4693229754928686,59,1,"2023-04-18 05:49:28",710,2,"2023-04-18 06:35:20",69,5,20000
KOQY800W2H40NG,341371220559499,177,1,"2023-04-06 05:18:05",341,13,"2023-04-06 06:01:11",2033,19,0
KORI542H8E63SM,3561570507349808,142,1,"2023-04-20 06:40:01",905,35,"2023-04-20 07:15:10",2687,36,0
KORP368U5X06BD,4455586187126891,32,0,"2023-04-27 09:45:50",199,13,"2023-04-27 10:53:10",783,14,3500
KOSB904Y4W01HB,372186852282778,60,0,"2023-04-11 09:56:58",518,11,"2023-04-11 11:31:04",1853,12,20000
KOVH258Z7K35GZ,213169323959862,50,1,"2023-04-03 20:55:58",468,25,"2023-04-03 22:49:53",1051,26,3500
KOWC571P3D63KI,502057680857,29,1,"2023-04-28 09:38:35",619,36,"2023-04-28 10:48:39",2763,47,0
KOXA484C4I56BL,4219635643278197,154,1,"2023-04-20 08:58:01",330,11,"2023-04-20 10:42:44",132,13,3500
KOXJ707U7Q92VJ,503867890736,144,1,"2023-04-27 08:49:29",1080,6,"2023-04-27 09:29:35",148,12,3500
KOXK401A6N38TH,3570145781190035,71,0,"2023-04-03 07:37:06",86,0,"2023-04-03 08:54:51",94,1,3500
KOYB656L9C24QR,4956673008776,91,1,"2023-04-20 19:19:14",797,4,"2023-04-20 20:54:32",2181,29,0
KOYL705Q8J38OC,4009697722749,63,0,"2023-04-26 06:37:19",77,23,"2023-04-26 07:22:17",2590,35,0
KOYY439E3N58DD,675990206087,166,0,"2023-04-10 17:48:17",1532,7,"2023-04-10 18:57:24",813,8,0
KOZG541O9G63WD,3555926116596197,27,0,"2023-04-27 07:55:13",1223,22,"2023-04-27 08:47:06",2053,29,3500
KOZO023Q4F16UV,6580235224672813,57,1,"2023-04-10 16:48:32",708,9,"2023-04-10 18:33:31",1611,13,3500
KOZS692A7A19CF,4460340818222811297,21,1,"2023-04-27 08:11:37",632,33,"2023-04-27 10:02:29",2769,35,3500
KOZV133H2X14HS,4986663118222525457,161,0,"2023-04-13 07:21:03",1162,7,"2023-04-13 07:52:16",2972,16,0
KPAA195B0J95EB,4157264487056687746,,1,"2023-04-17 17:54:58",491,23,"2023-04-17 18:57:30",2660,26,3500
KPAD680S3R15MI,213109439786494,17,0,"2023-04-06 07:31:19",503,15,"2023-04-06 09:25:54",2598,16,3500
KPBR953B4R00JE,2379863459699716,155,1,"2023-04-03 21:49:24",631,17,"2023-04-03 23:35:56",1443,19,3500
KPBV338O4Z61CW,2245958200404051,77,1,"2023-04-26 17:12:10",94,0,"2023-04-26 19:04:28",136,1,0
KPCP539P9U45MA,639040388584,154,1,"2023-04-14 16:31:03",330,11,"2023-04-14 18:17:57",132,13,3500
KPCX056L1N62QJ,4661843359109266,109,0,"2023-04-18 08:30:57",160,5,"2023-04-18 09:22:05",273,6,3500
KPDA909R2T72GD,342531623551844,40,1,"2023-04-03 05:51:57",149,3,"2023-04-03 06:16:13",556,5,3500
KPDC241D9P78IZ,3542465875351169,86,1,"2023-04-27 19:19:18",1000,0,"2023-04-27 20:25:37",2913,16,3500
KPEO558Q5F26YM,36709320968021,27,1,"2023-04-25 20:50:59",28,15,"2023-04-25 22:08:55",112,27,3500
KPFO382R9N23JC,213145603194040,164,1,"2023-04-10 21:42:57",791,5,"2023-04-10 23:39:28",214,15,3500
KPFY018I5D51WV,3583083290821821,166,1,"2023-04-18 19:09:16",1061,6,"2023-04-18 20:22:59",1150,8,0
KPGF425S0R54CS,180057903365395,5,0,"2023-04-10 17:30:02",411,2,"2023-04-10 18:45:44",642,5,3500
KPGM124Q0V10QQ,3542709697749732,90,0,"2023-04-30 21:33:48",1934,11,"2023-04-30 22:12:47",2467,18,3500
KPGT229P3F77AN,30243553113457,76,1,"2023-04-09 06:28:58",1935,23,"2023-04-09 07:04:13",3325,31,0
KPGV199N8X57BW,502001656953,171,0,"2023-04-05 07:52:37",257,5,"2023-04-05 09:02:31",133,12,3500
KPHB357F5R89MQ,213121265875226,171,1,"2023-04-06 17:22:40",529,6,"2023-04-06 18:25:39",257,7,3500
KPHN676G9E63HW,4214467493248935559,208,0,"2023-04-17 09:45:34",589,8,"2023-04-17 10:35:40",151,9,
KPHQ007S0N14AU,377643054710555,167,0,"2023-04-07 18:45:59",1479,5,"2023-04-07 20:10:08",3120,12,3500
KPHV740J5K31RR,180045201850150,160,0,"2023-04-09 11:24:05",1936,16,"2023-04-09 12:25:31",3017,20,0
KPIF699N4E97DS,38414806494844,158,0,"2023-04-17 17:45:22",22,10,"2023-04-17 19:20:22",115,12,3500
KPIG920R7I34EK,4100923161042365,85,1,"2023-04-06 08:29:17",994,3,"2023-04-06 09:11:11",2911,5,0
KPIO060N5X33DM,4071577362475,218,0,"2023-04-18 18:07:32",1040,3,"2023-04-18 19:53:50",1347,4,0
KPJE085W4W43OQ,4866640196160616,63,1,"2023-04-04 07:32:49",903,16,"2023-04-04 09:24:26",39,31,0
KPJL425I6P98XN,2240842022789573,196,0,"2023-04-20 05:29:40",1170,32,"2023-04-20 06:27:51",2456,40,3500
KPJS178J3X73IF,6505428590869475,172,1,"2023-04-19 17:56:42",1049,1,"2023-04-19 19:26:20",2929,4,0
KPKB810G3I88LN,4759974348569444,68,1,"2023-04-05 21:35:39",83,0,"2023-04-05 23:17:52",370,6,3500
